df_paper_title,df_paper_URL,df_paper_Author,df_Author_URL
Efeito da ingestão de cafeína sobre o desempenho no treinamento de força,https://pureportal.coventry.ac.uk/en/publications/effect-of-caffeine-ingestion-on-resistance-training-performance,"Guimarães Ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2
Effects of exercise intensity on perceived exertion during multiple sets of bench press to volitional failure,https://pureportal.coventry.ac.uk/en/publications/effects-of-exercise-intensity-on-perceived-exertion-during-multip,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Effects of exercise intensity on perceived exertion during multiple sets of bench press to volitional failure,https://pureportal.coventry.ac.uk/en/publications/effects-of-exercise-intensity-on-perceived-exertion-during-multip,"Guimarães-ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2
Fibril formation from pea protein and subsequent gel formation,https://pureportal.coventry.ac.uk/en/publications/fibril-formation-from-pea-protein-and-subsequent-gel-formation,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Love builds episode 4,https://pureportal.coventry.ac.uk/en/publications/love-builds-episode-4-2,"Lund, P.",https://pureportal.coventry.ac.uk/en/persons/patricia-lund
Modification of ovalbumin with fructooligosaccharides: Consequences for network morphology and mechanical deformation responses,https://pureportal.coventry.ac.uk/en/publications/modification-of-ovalbumin-with-fructooligosaccharides-consequence,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Perturbed energy balance and hydration status in ultra-endurance runners during a 24 h ultra-marathon,https://pureportal.coventry.ac.uk/en/publications/perturbed-energy-balance-and-hydration-status-in-ultra-endurance--3,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Physical activity in patients with chronic obstructive pulmonary disease.,https://pureportal.coventry.ac.uk/en/publications/physical-activity-in-patients-with-chronic-obstructive-pulmonary-,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
Physiological and Perceptual Responses to Latin Partnered Social Dance,https://pureportal.coventry.ac.uk/en/publications/physiological-and-perceptual-responses-to-latin-partnered-social-,"Domene, P. A.",https://pureportal.coventry.ac.uk/en/persons/pablo-domene
Results of the SPACE FOR COPD programme in comparison to pulmonary rehabilitation programme at 6 months,https://pureportal.coventry.ac.uk/en/publications/results-of-the-space-for-copd-programme-in-comparison-to-pulmonar,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
The ability to store energy in pea protein gels is set by network dimensions smaller than 50nm,https://pureportal.coventry.ac.uk/en/publications/the-ability-to-store-energy-in-pea-protein-gels-is-set-by-network,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
The Impact of a 24-h Ultra-Marathon on Salivary Antimicrobial Protein Responses,https://pureportal.coventry.ac.uk/en/publications/the-impact-of-a-24-h-ultra-marathon-on-salivary-antimicrobial-pro-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Use of freely available and open source tools for in silico screening in chemical biology,https://pureportal.coventry.ac.uk/en/publications/use-of-freely-available-and-open-source-tools-for-in-silico-scree,"Gould, P. S.",https://pureportal.coventry.ac.uk/en/persons/phillip-gould
Addressing a critique of the TEASI framework for invasive species risk assessment,https://pureportal.coventry.ac.uk/en/publications/addressing-a-critique-of-the-teasi-framework-for-invasive-species,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz
A novel approach to oral iron delivery using ferrous sulphate loaded solid lipid nanoparticles,https://pureportal.coventry.ac.uk/en/publications/a-novel-approach-to-oral-iron-delivery-using-ferrous-sulphate-loa,"Farnaud, S.",https://pureportal.coventry.ac.uk/en/persons/sebastien-farnaud
A novel approach to oral iron delivery using ferrous sulphate loaded solid lipid nanoparticles,https://pureportal.coventry.ac.uk/en/publications/a-novel-approach-to-oral-iron-delivery-using-ferrous-sulphate-loa,"Renshaw, D.",https://pureportal.coventry.ac.uk/en/persons/derek-renshaw
"A Self-management Programme of Activity, Coping and Education (SPACE) for COPD: A randomised non-inferiority trial in a pulmonary rehabilitation population.",https://pureportal.coventry.ac.uk/en/publications/a-self-management-programme-of-activity-coping-and-education-spac,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
"Assessment of the Ergogenic Effect of Caffeine Supplementation on Mood, Anticipation Timing and Muscular Strength in Older Adults",https://pureportal.coventry.ac.uk/en/publications/assessment-of-the-ergogenic-effect-of-caffeine-supplementation-on,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
"Assessment of the Ergogenic Effect of Caffeine Supplementation on Mood, Anticipation Timing and Muscular Strength in Older Adults",https://pureportal.coventry.ac.uk/en/publications/assessment-of-the-ergogenic-effect-of-caffeine-supplementation-on,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Assessment of the Ergogenic Effect of Caffeine Supplementation on Mood, Anticipation Timing and Muscular Strength in Older Adults",https://pureportal.coventry.ac.uk/en/publications/assessment-of-the-ergogenic-effect-of-caffeine-supplementation-on,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
"Assessment of the Ergogenic Effect of Caffeine Supplementation on Mood, Anticipation Timing and Muscular Strength in Older Adults",https://pureportal.coventry.ac.uk/en/publications/assessment-of-the-ergogenic-effect-of-caffeine-supplementation-on,"Eyre, E.",https://pureportal.coventry.ac.uk/en/persons/emma-eyre
"Assessment of the Ergogenic Effect of Caffeine Supplementation on Mood, Anticipation Timing and Muscular Strength in Older Adults",https://pureportal.coventry.ac.uk/en/publications/assessment-of-the-ergogenic-effect-of-caffeine-supplementation-on,"James, R.",https://pureportal.coventry.ac.uk/en/persons/rob-james
Compromised Energy and Macronutrient Intake of Ultra-endurance Runners During a Multi-stage Ultra-marathon Conducted in a Hot Ambient Environment,https://pureportal.coventry.ac.uk/en/publications/compromised-energy-and-macronutrient-intake-of-ultra-endurance-ru-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Compromised Energy and Macronutrient Intake of Ultra-endurance Runners During a Multi-stage Ultra-marathon Conducted in a Hot Ambient Environment,https://pureportal.coventry.ac.uk/en/publications/compromised-energy-and-macronutrient-intake-of-ultra-endurance-ru-2,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Evaluation of skeletal muscle satellite cell activity in rodent models depicting muscle hypertrophy and atrophy,https://pureportal.coventry.ac.uk/en/publications/evaluation-of-skeletal-muscle-satellite-cell-activity-in-rodent-m,"Sidique, I.",https://pureportal.coventry.ac.uk/en/persons/idris-sidique-adair
Kinematic adaptations in sprint acceleration performances without and with the constraint of holding a field hockey stick,https://pureportal.coventry.ac.uk/en/publications/kinematic-adaptations-in-sprint-acceleration-performances-without,"Wdowski, M.",https://pureportal.coventry.ac.uk/en/persons/maximilian-wdowski
Modulation of the gelation efficiency of fibrillar and spherical aggregates by means of thiolation,https://pureportal.coventry.ac.uk/en/publications/modulation-of-the-gelation-efficiency-of-fibrillar-and-spherical-,"Munialo, C. D.",https://pureportal.coventry.ac.uk/en/persons/claire-munialo
Palmitoylation and the trafficking of peripheral membrane proteins,https://pureportal.coventry.ac.uk/en/publications/palmitoylation-and-the-trafficking-of-peripheral-membrane-protein,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
Performance Enhancement Drugs and Sports Supplements for Resistance Training,https://pureportal.coventry.ac.uk/en/publications/performance-enhancement-drugs-and-sports-supplements-for-resistan-2,"Guimarães-Ferreira, L.",https://pureportal.coventry.ac.uk/en/persons/lucas-guimaraes-ferreira-2
Performance Enhancement Drugs and Sports Supplements for Resistance Training,https://pureportal.coventry.ac.uk/en/publications/performance-enhancement-drugs-and-sports-supplements-for-resistan-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Polymorphic variation within the ADAMTS2, ADAMTS14, ADAMTS5, ADAM12 and TIMP2 genes and the risk of Achilles tendon pathology: a genetic association study",https://pureportal.coventry.ac.uk/en/publications/polymorphic-variation-within-the-adamts2-adamts14-adamts5-adam12-,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Salivary antimicrobial protein responses during multistage ultramarathon competition conducted in hot environmental conditions,https://pureportal.coventry.ac.uk/en/publications/salivary-antimicrobial-protein-responses-during-multistage-ultram-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
"Structure, function and regulation of versican: the most abundant type of proteoglycan in the extracellular matrix",https://pureportal.coventry.ac.uk/en/publications/structure-function-and-regulation-of-versican-the-most-abundant-t,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke
Water and sodium intake habits and status of ultra-endurance runners during a multi-stage ultra-marathon conducted in a hot ambient environment: an observational field based study,https://pureportal.coventry.ac.uk/en/publications/water-and-sodium-intake-habits-and-status-of-ultra-endurance-runn-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
Water and sodium intake habits and status of ultra-endurance runners during a multi-stage ultra-marathon conducted in a hot ambient environment: an observational field based study,https://pureportal.coventry.ac.uk/en/publications/water-and-sodium-intake-habits-and-status-of-ultra-endurance-runn-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Water and sodium intake habits and status of ultra-endurance runners during a multi-stage ultra-marathon conducted in a hot ambient environment: an observational field based study,https://pureportal.coventry.ac.uk/en/publications/water-and-sodium-intake-habits-and-status-of-ultra-endurance-runn-2,"Thake, C. D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Writing lab reports and projects in sport and exercise science,https://pureportal.coventry.ac.uk/en/publications/writing-lab-reports-and-projects-in-sport-and-exercise-science,"Price, M.",https://pureportal.coventry.ac.uk/en/persons/mike-price
3 days of heat acclimation attenuates the monocyte HSP70 response following acute hypoxic exposure in humans,https://pureportal.coventry.ac.uk/en/publications/3-days-of-heat-acclimation-attenuates-the-monocyte-hsp70-response-3,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
3 days of heat acclimation attenuates the monocyte HSP70 response following acute hypoxic exposure in humans,https://pureportal.coventry.ac.uk/en/publications/3-days-of-heat-acclimation-attenuates-the-monocyte-hsp70-response-3,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
3 days of heat acclimation attenuates the monocyte HSP70 response following acute hypoxic exposure in humans,https://pureportal.coventry.ac.uk/en/publications/3-days-of-heat-acclimation-attenuates-the-monocyte-hsp70-response-3,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
"Building confidence, competence and collaboration using technology enhanced learning resources",https://pureportal.coventry.ac.uk/en/publications/building-confidence-competence-and-collaboration-using-technology,"Clouder, L.",https://pureportal.coventry.ac.uk/en/persons/deanne-clouder
Cell cycle- and DNA repair pathway-specific effects of apoptosis on tumor suppression,https://pureportal.coventry.ac.uk/en/publications/cell-cycle-and-dna-repair-pathway-specific-effects-of-apoptosis-o,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster
EN2: A Candidate Antigen for the Development of Targeted Therapies in Breast Cancer,https://pureportal.coventry.ac.uk/en/publications/en2-a-candidate-antigen-for-the-development-of-targeted-therapies-2,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
"Folliculin interacts with p0071 (plakophilin-4) and deficiency is associated with disordered RhoA signalling, epithelial polarization and cytokinesis",https://pureportal.coventry.ac.uk/en/publications/folliculin-interacts-with-p0071-plakophilin-4-and-deficiency-is-a,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
Gene Variants that Predispose to Achilles tendon injuries: An update on Recent Advances,https://pureportal.coventry.ac.uk/en/publications/gene-variants-that-predispose-to-achilles-tendon-injuries-an-upda,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Matrix metalloproteinase genes on chromosome 11q22 and the risk of anterior cruciate ligament (ACL) rupture,https://pureportal.coventry.ac.uk/en/publications/matrix-metalloproteinase-genes-on-chromosome-11q22-and-the-risk-o,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Methods of Monitoring Training in Adolescent Soccer Players,https://pureportal.coventry.ac.uk/en/publications/methods-of-monitoring-training-in-adolescent-soccer-players-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Methods of Monitoring Training in Adolescent Soccer Players,https://pureportal.coventry.ac.uk/en/publications/methods-of-monitoring-training-in-adolescent-soccer-players-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Modulation of regulatory T cells by targeting the NFAT-FOXP3 protein : protein interaction,https://pureportal.coventry.ac.uk/en/publications/modulation-of-regulatory-t-cells-by-targeting-the-nfat-foxp3-prot-2,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
Plant health challenges for a sustainable land use and rural economy,https://pureportal.coventry.ac.uk/en/publications/plant-health-challenges-for-a-sustainable-land-use-and-rural-econ,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz
Sleep habits and recovery quality of ultra-endurance runners during a multi-stage ultra-marathon competition in the heat,https://pureportal.coventry.ac.uk/en/publications/sleep-habits-and-recovery-quality-of-ultra-endurance-runners-duri-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
Sleep habits and recovery quality of ultra-endurance runners during a multi-stage ultra-marathon competition in the heat,https://pureportal.coventry.ac.uk/en/publications/sleep-habits-and-recovery-quality-of-ultra-endurance-runners-duri-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Sleep habits and recovery quality of ultra-endurance runners during a multi-stage ultra-marathon competition in the heat,https://pureportal.coventry.ac.uk/en/publications/sleep-habits-and-recovery-quality-of-ultra-endurance-runners-duri-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
TEASIng apart alien species risk assessments: A framework for best practices,https://pureportal.coventry.ac.uk/en/publications/teasing-apart-alien-species-risk-assessments-a-framework-for-best,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz
The effect of physiological concentrations of caffeine on the power output of maximally and submaximally stimulated mouse EDL (fast) and soleus (slow) muscle,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-physiological-concentrations-of-caffeine-on-the-pow-2,"Tallis, J.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
The effect of physiological concentrations of caffeine on the power output of maximally and submaximally stimulated mouse EDL (fast) and soleus (slow) muscle,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-physiological-concentrations-of-caffeine-on-the-pow-2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
The effect of physiological concentrations of caffeine on the power output of maximally and submaximally stimulated mouse EDL (fast) and soleus (slow) muscle,https://pureportal.coventry.ac.uk/en/publications/the-effect-of-physiological-concentrations-of-caffeine-on-the-pow-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Birt Hogg-Dubé syndrome-associated FLCN mutations disrupt protein stability,https://pureportal.coventry.ac.uk/en/publications/birt-hogg-dub%C3%A9-syndrome-associated-flcn-mutations-disrupt-protein,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
"Daily torpor reduces mass and changes stress and power output of soleus and EDL muscles in the Djungarian hamster, Phodopus sungorus.",https://pureportal.coventry.ac.uk/en/publications/daily-torpor-reduces-mass-and-changes-stress-and-power-output-of--2,"James, R. S.",https://pureportal.coventry.ac.uk/en/persons/rob-james
"Daily torpor reduces mass and changes stress and power output of soleus and EDL muscles in the Djungarian hamster, Phodopus sungorus.",https://pureportal.coventry.ac.uk/en/publications/daily-torpor-reduces-mass-and-changes-stress-and-power-output-of--2,"Tallis, J. A.",https://pureportal.coventry.ac.uk/en/persons/jason-tallis
Determining non-invasiveness in ornamental plants to build green lists,https://pureportal.coventry.ac.uk/en/publications/determining-non-invasiveness-in-ornamental-plants-to-build-green-,"Dehnen-Schmutz, K.",https://pureportal.coventry.ac.uk/en/persons/katharina-dehnen-schmutz
EN2: A candidate antigen for the development of targeted therapies in ovarian cancer.,https://pureportal.coventry.ac.uk/en/publications/en2-a-candidate-antigen-for-the-development-of-targeted-therapies,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
Endoplasmic reticulum localization of DHHC palmitoyltransferases mediated by lysine-based sorting signals,https://pureportal.coventry.ac.uk/en/publications/endoplasmic-reticulum-localization-of-dhhc-palmitoyltransferases-,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
Functional interplay of the Mre11 nuclease and Ku in the response to replication-associated DNA damage,https://pureportal.coventry.ac.uk/en/publications/functional-interplay-of-the-mre11-nuclease-and-ku-in-the-response,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster
Fundamental Movement Skill Mastery in British Primary School children: Differences due to gender and school year,https://pureportal.coventry.ac.uk/en/publications/fundamental-movement-skill-mastery-in-british-primary-school-chil-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Fundamental Movement Skill Mastery in British Primary School children: Differences due to gender and school year,https://pureportal.coventry.ac.uk/en/publications/fundamental-movement-skill-mastery-in-british-primary-school-chil-2,"Duncan, M.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Improvements in functional movement screen scores across 6 months of in-season strength and conditioning training in elite academy football players,https://pureportal.coventry.ac.uk/en/publications/improvements-in-functional-movement-screen-scores-across-6-months-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Improvements in functional movement screen scores across 6 months of in-season strength and conditioning training in elite academy football players,https://pureportal.coventry.ac.uk/en/publications/improvements-in-functional-movement-screen-scores-across-6-months-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Injuries in Sport among Children and Adolescents,https://pureportal.coventry.ac.uk/en/publications/injuries-in-sport-among-children-and-adolescents,"Leddington Wright, S.",https://pureportal.coventry.ac.uk/en/persons/sheila-leddington-wright
Injuries in Sport among Children and Adolescents,https://pureportal.coventry.ac.uk/en/publications/injuries-in-sport-among-children-and-adolescents,"King, A.",https://pureportal.coventry.ac.uk/en/persons/andrew-king
Maintaining hamstrings to quadriceps ratio in elite academy soccer players through a strength and conditioning programme,https://pureportal.coventry.ac.uk/en/publications/maintaining-hamstrings-to-quadriceps-ratio-in-elite-academy-socce-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Maintaining hamstrings to quadriceps ratio in elite academy soccer players through a strength and conditioning programme,https://pureportal.coventry.ac.uk/en/publications/maintaining-hamstrings-to-quadriceps-ratio-in-elite-academy-socce-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Monocyte-derived macrophages matured under prolonged hypoxia transcriptionally up-regulate HIF-1α mRNA,https://pureportal.coventry.ac.uk/en/publications/monocyte-derived-macrophages-matured-under-prolonged-hypoxia-tran,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke
"Physical activity levels during a 6-week, school-based, active videogaming intervention using the gamercize power stepper in British children",https://pureportal.coventry.ac.uk/en/publications/physical-activity-levels-during-a-6-week-school-based-active-vide-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"Physical activity levels during a 6-week, school-based, active videogaming intervention using the gamercize power stepper in British children",https://pureportal.coventry.ac.uk/en/publications/physical-activity-levels-during-a-6-week-school-based-active-vide-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Predominance of CD8 T cell infiltration coincides with reciprocal reduction in regulatory T cells following prostate cryotherapy,https://pureportal.coventry.ac.uk/en/publications/predominance-of-cd8-t-cell-infiltration-coincides-with-reciprocal,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
RAPD and microsatellite transferability studies in selected species of Prosopis (section Algarobia) with emphasis on Prosopis juliflora and P. pallida,https://pureportal.coventry.ac.uk/en/publications/rapd-and-microsatellite-transferability-studies-in-selected-speci-2,"Trenchard, L.",https://pureportal.coventry.ac.uk/en/persons/liz-trenchard
Therapeutic targeting the loss of the birt-hogg-dube suppressor gene,https://pureportal.coventry.ac.uk/en/publications/therapeutic-targeting-the-loss-of-the-birt-hogg-dube-suppressor-g,"Reiman, A.",https://pureportal.coventry.ac.uk/en/persons/anne-reiman
Use of macrophages to target therapeutic adenovirus to human prostate tumors,https://pureportal.coventry.ac.uk/en/publications/use-of-macrophages-to-target-therapeutic-adenovirus-to-human-pros,"Burke, B.",https://pureportal.coventry.ac.uk/en/persons/bernie-burke
Utility of accelerometers to measure physical activity in children attending an obesity treatment intervention,https://pureportal.coventry.ac.uk/en/publications/utility-of-accelerometers-to-measure-physical-activity-in-childre,"Horton, E.",https://pureportal.coventry.ac.uk/en/persons/elizabeth-horton
A functional variant within the MMP3 gene does not associate with human range of motion,https://pureportal.coventry.ac.uk/en/publications/a-functional-variant-within-the-mmp3-gene-does-not-associate-with,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
"An evaluation of a 5-week, school-based, exergaming intervention using the Gamercize power stepper on body mass index and physical activity during school lunch breaks in British primary school children",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-a-5-week-school-based-exergaming-intervention-us-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
"An evaluation of a 5-week, school-based, exergaming intervention using the Gamercize power stepper on body mass index and physical activity during school lunch breaks in British primary school children",https://pureportal.coventry.ac.uk/en/publications/an-evaluation-of-a-5-week-school-based-exergaming-intervention-us-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Comparisons between peak power prediction equations in adolescent female basketballers,https://pureportal.coventry.ac.uk/en/publications/comparisons-between-peak-power-prediction-equations-in-adolescent-2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Comparisons between peak power prediction equations in adolescent female basketballers,https://pureportal.coventry.ac.uk/en/publications/comparisons-between-peak-power-prediction-equations-in-adolescent-2,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
Components of the transforming growth factor-beta family and the pathogenesis of human Achilles tendon pathology--a genetic association study,https://pureportal.coventry.ac.uk/en/publications/components-of-the-transforming-growth-factor-beta-family-and-the-,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Concurrent Validity of the Backwards Overhead Medicine Ball Throw as a Test of Explosive Power in Adolescents,https://pureportal.coventry.ac.uk/en/publications/concurrent-validity-of-the-backwards-overhead-medicine-ball-throw-4,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Concurrent Validity of the Backwards Overhead Medicine Ball Throw as a Test of Explosive Power in Adolescents,https://pureportal.coventry.ac.uk/en/publications/concurrent-validity-of-the-backwards-overhead-medicine-ball-throw-4,"Hankey, J.",https://pureportal.coventry.ac.uk/en/persons/jo-hankey
EN2: A Novel Immunotherapeutic Target for Melanoma,https://pureportal.coventry.ac.uk/en/publications/en2-a-novel-immunotherapeutic-target-for-melanoma,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
"Genotypic characterization of Brochothrix spp. isolated from meat, poultry and fish",https://pureportal.coventry.ac.uk/en/publications/genotypic-characterization-of-brochothrix-spp-isolated-from-meat-,"Xu, Y.",https://pureportal.coventry.ac.uk/en/persons/yizhi-xu
"Histone deacetylase inhibitor induces DNA damage, which normal but not transformed cells can repair",https://pureportal.coventry.ac.uk/en/publications/histone-deacetylase-inhibitor-induces-dna-damage-which-normal-but,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster
Impact of Olympic lifting programme on performance tests in elite football academy players,https://pureportal.coventry.ac.uk/en/publications/impact-of-olympic-lifting-programme-on-performance-tests-in-elite-2,"Noon, M.",https://pureportal.coventry.ac.uk/en/persons/mark-noon
Impact of Olympic lifting programme on performance tests in elite football academy players,https://pureportal.coventry.ac.uk/en/publications/impact-of-olympic-lifting-programme-on-performance-tests-in-elite-2,"Oxford, S.",https://pureportal.coventry.ac.uk/en/persons/sam-oxford
Impact of Olympic lifting programme on performance tests in elite football academy players,https://pureportal.coventry.ac.uk/en/publications/impact-of-olympic-lifting-programme-on-performance-tests-in-elite-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
PARADOXICAL POST-EXERCISE RESPONSES OF ACYLATED GHRELIN AND LEPTIN DURING A SIMULATED NIGHT SHIFT,https://pureportal.coventry.ac.uk/en/publications/paradoxical-post-exercise-responses-of-acylated-ghrelin-and-lepti-2,"Clarke, N.",https://pureportal.coventry.ac.uk/en/persons/neil-clarke
"SG2285, a novel C2-aryl-substituted pyrrolobenzodiazepine dimer prodrug that cross links DNA and exerts highly potent antitumor activity.",https://pureportal.coventry.ac.uk/en/publications/sg2285-a-novel-c2-aryl-substituted-pyrrolobenzodiazepine-dimer-pr,"Lin, T. T.",https://pureportal.coventry.ac.uk/en/persons/thet-thet-lin
The intracellular dynamic of protein palmitoylation,https://pureportal.coventry.ac.uk/en/publications/the-intracellular-dynamic-of-protein-palmitoylation,"Greaves, J.",https://pureportal.coventry.ac.uk/en/persons/jennifer-greaves
The need for continued monitoring of antibiotic resistance patterns in clinical isolates of Staphylococcus aureus from London and Malta,https://pureportal.coventry.ac.uk/en/publications/the-need-for-continued-monitoring-of-antibiotic-resistance-patter-2,"Rollason, J.",https://pureportal.coventry.ac.uk/en/persons/jess-rollason
The relationship between bodymass index and balance in 7-16 year old boys,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-bodymass-index-and-balance-in-7-16-year--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
The relationship between bodymass index and balance in 7-16 year old boys,https://pureportal.coventry.ac.uk/en/publications/the-relationship-between-bodymass-index-and-balance-in-7-16-year--2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
The Use of Bioelectrical Impedance Analysis (BIA) in Assessing Hydration Status of Runners Competing in a Multi-Stage Ultra-Marathon Conducted in a Hot Ambient Environment,https://pureportal.coventry.ac.uk/en/publications/the-use-of-bioelectrical-impedance-analysis-bia-in-assessing-hydr-2,"Lee, B.",https://pureportal.coventry.ac.uk/en/persons/ben-lee
The Use of Bioelectrical Impedance Analysis (BIA) in Assessing Hydration Status of Runners Competing in a Multi-Stage Ultra-Marathon Conducted in a Hot Ambient Environment,https://pureportal.coventry.ac.uk/en/publications/the-use-of-bioelectrical-impedance-analysis-bia-in-assessing-hydr-2,"Thake, D.",https://pureportal.coventry.ac.uk/en/persons/doug-thake
Effects of a 6-week circuit training intervention on body esteem and body mass index in British primary school children,https://pureportal.coventry.ac.uk/en/publications/effects-of-a-6-week-circuit-training-intervention-on-body-esteem--2,"Duncan, M. J.",https://pureportal.coventry.ac.uk/en/persons/michael-duncan
Genetic risk factors for musculoskeletal soft tissue injuries,https://pureportal.coventry.ac.uk/en/publications/genetic-risk-factors-for-musculoskeletal-soft-tissue-injuries,"Raleigh, S. M.",https://pureportal.coventry.ac.uk/en/persons/stuart-raleigh
Inhibition of the aquaporin 3 water channel increases the sensitivity of prostate cancer cells to cryotherapy,https://pureportal.coventry.ac.uk/en/publications/inhibition-of-the-aquaporin-3-water-channel-increases-the-sensiti,"Bokaee, S.",https://pureportal.coventry.ac.uk/en/persons/shadi-bokaee
Maintenance of the DNA-damage checkpoint requires DNA-damage-induced mediator protein oligomerization,https://pureportal.coventry.ac.uk/en/publications/maintenance-of-the-dna-damage-checkpoint-requires-dna-damage-indu,"Foster, S.",https://pureportal.coventry.ac.uk/en/persons/steven-foster
